,UID,group,overpass,land_cover,mast,yast,theta,ncsa,mast_unc,yast_unc,theta_unc
482,EUR199566,weekend,D,urban,291.7158813,20.62339211,-16.82085419,531,0.21779643,0.337390214,0.791971505
483,EUR199566,weekend,D,rural_bare,290.7815247,19.58023071,-18.43161774,437,0.255116403,0.412948608,0.952623367
484,EUR199566,workday,N,urban,279.6219482,12.78165531,-26.37054253,2065,0.093096197,0.136650339,0.569790661
485,EUR199566,workday,N,rural_bare,278.2425232,11.835639,-28.25235939,1879,0.097213469,0.14319855,0.640726209
486,EUR199566,weekend,N,urban,279.2831726,13.21042538,-27.36013985,830,0.150099277,0.220273659,0.885997832
487,EUR199566,weekend,N,rural_bare,277.9198608,12.55475903,-28.90627861,743,0.15815632,0.232430384,0.976886332
488,EUR199567,workday,D,urban,293.2007141,18.50443459,-16.8704319,1186,0.12413016,0.191529348,0.503899515
489,EUR199567,workday,D,rural_bare,291.5946655,18.15066147,-22.65679169,934,0.147106484,0.229562178,0.599932134
490,EUR199567,weekend,D,urban,293.0090332,18.12845421,-17.08645439,508,0.193452403,0.299497157,0.791045547
491,EUR199567,weekend,D,rural_bare,291.4055176,17.59935188,-23.40910149,404,0.227306247,0.357723922,0.923385262
492,EUR199567,workday,N,urban,281.0161743,11.64253044,-27.12010765,1739,0.093894355,0.138223469,0.633486807
493,EUR199567,workday,N,rural_bare,279.2992249,10.64548397,-29.88007164,1334,0.101184338,0.148573786,0.747014821
494,EUR199567,weekend,N,urban,280.9947815,11.4562254,-26.34137535,721,0.138771847,0.208571136,0.937343061
495,EUR199567,weekend,N,rural_bare,279.2438965,10.52719688,-28.17435646,587,0.146492049,0.217050329,1.083290696
496,EUR199568,workday,D,urban,293.6361389,17.31142044,-17.06010628,1198,0.126540273,0.188337997,0.564463913
497,EUR199568,workday,D,rural_bare,292.1343689,15.84421062,-19.7164669,831,0.157729656,0.236559957,0.723002613
498,EUR199568,weekend,D,urban,293.33078,17.00549507,-17.70611191,476,0.196802929,0.302820414,0.876694322
499,EUR199568,weekend,D,rural_bare,292.0898438,16.00438309,-22.18338966,306,0.242533132,0.364572138,1.102473974
500,EUR199568,workday,N,urban,281.7875977,10.17801666,-28.30038261,1866,0.085275576,0.122451805,0.677670419
501,EUR199568,workday,N,rural_bare,280.5770569,9.611521721,-31.02121353,1304,0.097837664,0.135498554,0.829516292
502,EUR199568,weekend,N,urban,281.7146606,10.21077824,-28.89683723,770,0.133887783,0.192932621,1.054111123
503,EUR199568,weekend,N,rural_bare,280.40625,9.540588379,-32.55538559,544,0.156605393,0.219793513,1.308347464
504,EUR199569,workday,D,urban,294.0436707,17.63138008,-16.19655228,1105,0.125518531,0.189924762,0.543595135
505,EUR199569,workday,D,rural_bare,292.0083313,15.99866199,-20.52768898,734,0.171102718,0.254522473,0.751972437
506,EUR199569,weekend,D,urban,293.7529602,17.15766716,-17.90636253,449,0.190104082,0.289306462,0.844367564
507,EUR199569,weekend,D,rural_bare,291.699707,15.89613342,-21.87899971,292,0.259993464,0.39744845,1.152681828
508,EUR199569,workday,N,urban,282.2121887,10.46680069,-27.56719971,1786,0.087653205,0.126400471,0.675884306
509,EUR199569,workday,N,rural_bare,280.4989014,9.73313427,-31.12717056,1143,0.105483055,0.145059481,0.877532959
510,EUR199569,weekend,N,urban,282.1962891,10.52791405,-28.25702286,708,0.142626792,0.208211392,1.074846864
511,EUR199569,weekend,N,rural_bare,280.4234619,10.0027647,-30.78140259,462,0.17509608,0.242119461,1.402281523
512,EUR199570,workday,D,urban,294.4327087,17.48379517,-16.5841732,1199,0.122601777,0.184195295,0.543027699
513,EUR199570,workday,D,rural_bare,292.2075806,16.14264297,-17.65297318,949,0.126960739,0.19085218,0.609084129
514,EUR199570,weekend,D,urban,294.2747803,17.32256126,-16.54568481,495,0.191364989,0.284879506,0.864528716
515,EUR199570,weekend,D,rural_bare,292.2883911,16.03798485,-17.13365746,380,0.196310982,0.296227604,0.946044028
516,EUR199570,workday,N,urban,282.5014648,9.884577751,-29.09076881,2034,0.079277389,0.113294818,0.652841628
517,EUR199570,workday,N,rural_bare,280.7410278,8.965100288,-31.6900444,1650,0.082945593,0.117452435,0.76007092
518,EUR199570,weekend,N,urban,282.4842529,9.915072441,-29.26719284,789,0.124683127,0.177110076,1.025713563
519,EUR199570,weekend,N,rural_bare,280.7296448,9.115102768,-31.4978714,646,0.127739742,0.180047989,1.151815653
520,EUR199571,workday,D,urban,293.2230835,17.13832855,-16.81265259,1272,0.123930216,0.186237544,0.556544721
521,EUR199571,workday,D,rural_bare,292.0124512,16.17666626,-19.97373772,890,0.153649718,0.228642195,0.709685087
522,EUR199571,weekend,D,urban,292.9274292,16.99028206,-18.01312637,511,0.185428798,0.278111905,0.848413765
523,EUR199571,weekend,D,rural_bare,291.578064,16.50194168,-21.50193977,352,0.225713864,0.332907945,1.049598336
524,EUR199571,workday,N,urban,281.5525513,9.939554214,-28.09706306,1963,0.083056353,0.119675443,0.674667478
525,EUR199571,workday,N,rural_bare,280.4442444,9.312391281,-31.27606583,1425,0.091923006,0.128359511,0.809794247
526,EUR199571,weekend,N,urban,281.4271545,10.26750946,-27.88848877,809,0.130208194,0.18813847,1.018196225
527,EUR199571,weekend,N,rural_bare,280.2383423,9.575792313,-32.31781387,581,0.14748539,0.210461751,1.228410602
528,EUR199572,workday,D,urban,293.2541504,18.95545006,-16.52570915,1269,0.127943486,0.198182926,0.501865685
529,EUR199572,workday,D,rural_bare,291.9269714,17.8827343,-18.77858353,1068,0.145991206,0.23353228,0.598564863
530,EUR199572,weekend,D,urban,292.8874817,19.16099739,-17.33797646,548,0.191791967,0.299789339,0.739082277
531,EUR199572,weekend,D,rural_bare,291.6490479,17.58034897,-19.67773819,448,0.221505746,0.360460967,0.909307659
532,EUR199572,workday,N,urban,281.3305054,12.52922058,-25.63708305,1936,0.09144564,0.135507375,0.568085015
533,EUR199572,workday,N,rural_bare,278.6527405,11.12921524,-28.27858925,1665,0.094357379,0.139098972,0.66109401
534,EUR199572,weekend,N,urban,281.154541,12.81823826,-26.44438553,780,0.150371239,0.220162556,0.922025561
535,EUR199572,weekend,N,rural_bare,278.5754395,11.4600687,-28.46259117,661,0.157315284,0.23052603,1.080459833
536,EUR199573,workday,D,urban,294.0433044,16.77833176,-16.68535042,1174,0.117891394,0.176497191,0.545224786
537,EUR199573,workday,D,rural_bare,292.1472473,15.3690815,-17.92561722,883,0.132464603,0.199553296,0.649779499
538,EUR199573,weekend,D,urban,293.9658508,16.86411095,-17.32195854,467,0.187851161,0.28059572,0.868559062
539,EUR199573,weekend,D,rural_bare,292.3469849,15.53894711,-17.78449821,348,0.207876459,0.315156758,1.009200335
540,EUR199573,workday,N,urban,282.1681519,9.267803192,-30.47397995,2069,0.075764492,0.108115241,0.666657865
541,EUR199573,workday,N,rural_bare,280.6645203,8.699015617,-33.18726349,1577,0.083041869,0.117009133,0.784082472
542,EUR199573,weekend,N,urban,282.1027832,9.234729767,-30.68816376,823,0.121827193,0.172643051,1.079416394
543,EUR199573,weekend,N,rural_bare,280.5994873,8.56580162,-34.04461288,611,0.132632568,0.183778554,1.282759309
544,EUR199574,workday,D,urban,293.205658,18.59714127,-17.00021935,1158,0.125764787,0.191789836,0.512632966
545,EUR199574,workday,D,rural_bare,290.7933044,18.00742722,-21.11585236,821,0.162358224,0.247792974,0.650535822
546,EUR199574,weekend,D,urban,292.7616577,18.70107269,-17.56224251,489,0.205525011,0.322914392,0.810483277
547,EUR199574,weekend,D,rural_bare,290.1525269,18.37528038,-22.27622986,352,0.246636763,0.393327296,0.929459989
548,EUR199574,workday,N,urban,281.1921997,12.09553719,-25.61621094,1704,0.097405024,0.144392744,0.62505722
549,EUR199574,workday,N,rural_bare,278.8403931,11.51115799,-27.81518173,1290,0.11023438,0.157175675,0.749662817
550,EUR199574,weekend,N,urban,281.0880127,12.01113033,-25.69460678,705,0.151684672,0.224605501,0.975389242
551,EUR199574,weekend,N,rural_bare,278.5565186,11.438241,-28.83018112,512,0.175068304,0.242705479,1.226889133
552,EUR199575,workday,D,urban,292.979248,18.18899536,-17.13142014,1209,0.139149904,0.211590916,0.577836573
553,EUR199575,workday,D,rural_bare,292.4134827,17.10830307,-20.1396122,1021,0.162621319,0.253998816,0.696463227
554,EUR199575,weekend,D,urban,292.7753906,17.98986053,-17.10733604,509,0.216264784,0.3348746,0.893036187
555,EUR199575,weekend,D,rural_bare,292.2341919,16.81663895,-19.91148758,439,0.261870682,0.407001436,1.130274296
556,EUR199575,workday,N,urban,280.3087769,11.26365089,-26.66405296,1699,0.094571009,0.138895482,0.657721221
557,EUR199575,workday,N,rural_bare,278.8998413,10.47426128,-29.43570328,1515,0.096915163,0.141826138,0.722707987
558,EUR199575,weekend,N,urban,280.084198,11.30427837,-27.58627319,688,0.150865108,0.22296147,1.040243268
559,EUR199575,weekend,N,rural_bare,278.6982117,10.429245,-29.56238174,607,0.151565209,0.221629634,1.138935328
560,EUR199576,workday,D,urban,294.2417908,17.6882,-16.1984024,1191,0.120605938,0.180033833,0.528014302
561,EUR199576,workday,D,rural_bare,292.5860901,16.64463806,-19.67344284,878,0.149494648,0.22519812,0.657745481
562,EUR199576,weekend,D,urban,293.9565125,17.52708626,-17.25065041,472,0.191203505,0.28985393,0.836325049
563,EUR199576,weekend,D,rural_bare,292.2615356,17.0268116,-20.03468513,350,0.231539279,0.349903643,1.022160411
564,EUR199576,workday,N,urban,282.5965881,10.81276608,-26.44874001,1812,0.08888983,0.128103167,0.663565993
565,EUR199576,workday,N,rural_bare,280.6739807,9.904004097,-28.92237854,1351,0.095972613,0.135527536,0.786073387
566,EUR199576,weekend,N,urban,282.4403687,10.89100075,-27.06080627,738,0.134168983,0.192245722,0.997863412
567,EUR199576,weekend,N,rural_bare,280.5534058,9.78745842,-28.89684868,568,0.138778582,0.196724877,1.152605057
568,EUR199577,workday,D,urban,294.4901123,17.25958061,-16.624897,1160,0.123713106,0.186937362,0.553289354
569,EUR199577,workday,D,rural_bare,291.8787537,15.48821068,-19.93706703,808,0.150464952,0.225014225,0.726185977
570,EUR199577,weekend,D,urban,294.2443542,17.2065258,-16.94424629,454,0.207486883,0.312320858,0.93382597
571,EUR199577,weekend,D,rural_bare,291.9055176,15.59547043,-18.82689667,314,0.233122841,0.354460746,1.101576805
572,EUR199577,workday,N,urban,282.7275391,9.781484604,-28.68842506,1975,0.081888527,0.116905913,0.681660175
573,EUR199577,workday,N,rural_bare,280.3402405,8.899285316,-32.97398376,1345,0.093911551,0.129258603,0.875391066
574,EUR199577,weekend,N,urban,282.5776062,9.782464027,-27.97919846,783,0.1304674,0.187288105,1.078347564
575,EUR199577,weekend,N,rural_bare,280.2844543,9.072209358,-32.62145233,525,0.153485015,0.208801135,1.400058389
576,EUR199578,workday,D,urban,293.172699,16.59066772,-18.25016975,1216,0.127154067,0.190906867,0.592963338
577,EUR199578,workday,D,rural_bare,291.5131836,15.85254478,-20.02309227,870,0.144993022,0.217419654,0.689153075
578,EUR199578,weekend,D,urban,292.7614746,16.59358025,-17.43165588,485,0.211984336,0.324411124,0.972522855
579,EUR199578,weekend,D,rural_bare,291.469574,15.43123627,-20.67600822,354,0.232406393,0.362941414,1.095543027
580,EUR199578,workday,N,urban,281.7289124,9.654186249,-29.07633972,2008,0.081274763,0.115923204,0.685973167
581,EUR199578,workday,N,rural_bare,280.4888611,9.112724304,-31.81036568,1468,0.094376855,0.132210344,0.848185301
582,EUR199578,weekend,N,urban,281.513916,9.682548523,-29.55654907,816,0.123575695,0.175172657,1.043379307
583,EUR199578,weekend,N,rural_bare,280.2550049,9.428206444,-31.11699867,583,0.14420186,0.197581396,1.267628074
584,EUR199579,workday,D,urban,292.4505005,18.34791374,-17.40824699,1140,0.138260245,0.206867501,0.575786054
585,EUR199579,workday,D,rural_bare,289.881073,17.73818398,-21.77324677,745,0.186119631,0.279190272,0.759999275
586,EUR199579,weekend,D,urban,291.9428406,18.10625267,-19.14592171,467,0.241680697,0.37840268,0.966692865
587,EUR199579,weekend,D,rural_bare,289.2460938,18.04820061,-24.56899643,316,0.299509287,0.456951022,1.155788541
588,EUR199579,workday,N,urban,279.6714783,11.61087036,-27.17758942,1630,0.101629272,0.14925383,0.684172988
589,EUR199579,workday,N,rural_bare,277.940918,11.44561863,-29.88412094,1079,0.126332358,0.174249202,0.878427327
590,EUR199579,weekend,N,urban,279.6222839,11.52266788,-26.07840157,686,0.155241549,0.230407834,1.04240346
591,EUR199579,weekend,N,rural_bare,277.8257141,11.17364979,-28.41299057,464,0.186079621,0.254282415,1.330045104
592,EUR199580,workday,D,urban,292.6726379,19.57499504,-17.15404892,1230,0.136942565,0.216121882,0.512952507
593,EUR199580,workday,D,rural_bare,291.477417,18.13505363,-17.85518646,1018,0.152918234,0.25223586,0.609949291
594,EUR199580,weekend,D,urban,292.7936401,20.02405739,-17.37389755,497,0.22742185,0.36074397,0.841065526
595,EUR199580,weekend,D,rural_bare,291.4695129,18.338974,-18.28702736,431,0.248827279,0.41038987,0.988398373
596,EUR199580,workday,N,urban,279.4902954,12.44041252,-26.88691521,1957,0.091675743,0.135873809,0.573223472
597,EUR199580,workday,N,rural_bare,277.6429443,11.21199989,-29.7524147,1713,0.096873574,0.144866228,0.671223342
598,EUR199580,weekend,N,urban,279.2428894,12.63267803,-27.46084213,818,0.150644019,0.222107753,0.931121469
599,EUR199580,weekend,N,rural_bare,277.3851624,11.34708977,-30.46325493,719,0.15901646,0.236192301,1.090160489
600,EUR199581,workday,D,urban,291.0541382,20.80556297,-18.46934128,1273,0.142891645,0.22738871,0.502274215
601,EUR199581,workday,D,rural_bare,290.5472412,20.49949265,-19.42212296,994,0.164875478,0.276149392,0.578460634
602,EUR199581,weekend,D,urban,290.9210205,20.87453651,-19.31154442,506,0.229137436,0.361794055,0.802048624
603,EUR199581,weekend,D,rural_bare,290.3397522,20.45879173,-21.0278244,395,0.269239515,0.445453703,0.954334795
604,EUR199581,workday,N,urban,279.1211548,13.59527874,-26.23461342,2148,0.093861468,0.136788055,0.542672575
605,EUR199581,workday,N,rural_bare,277.8945007,12.69515038,-27.06958771,1885,0.102956086,0.148962885,0.640124321
606,EUR199581,weekend,N,urban,279.0995789,13.8583231,-27.29472923,841,0.162591949,0.234313756,0.92717582
607,EUR199581,weekend,N,rural_bare,278.0613708,12.71634865,-27.54507828,734,0.160580531,0.232289389,0.992169619
608,EUR199582,workday,D,urban,294.252533,17.3787632,-16.49945831,1130,0.118933365,0.179162249,0.530677199
609,EUR199582,workday,D,rural_bare,292.2679138,15.94956589,-18.9283371,966,0.125589564,0.188756287,0.611234546
610,EUR199582,weekend,D,urban,294.0680542,17.16214371,-17.03073692,464,0.182257459,0.267716527,0.840816855
611,EUR199582,weekend,D,rural_bare,292.2791138,15.9882946,-19.0856266,397,0.193759143,0.291881502,0.936376333
612,EUR199582,workday,N,urban,282.0379028,9.352035522,-29.85554314,1974,0.079480715,0.114164673,0.688514948
613,EUR199582,workday,N,rural_bare,280.6541443,8.441541672,-32.48184967,1652,0.081154212,0.116076246,0.780288577
614,EUR199582,weekend,N,urban,281.9277039,9.295659065,-29.36779404,813,0.120161161,0.170083493,1.061979413
615,EUR199582,weekend,N,rural_bare,280.4693298,8.373319626,-31.65923691,690,0.119924806,0.169141844,1.177599311
616,EUR199583,workday,D,urban,291.2443542,21.59356308,-18.85957527,1282,0.142837092,0.223927468,0.488741904
617,EUR199583,workday,D,rural_bare,290.9764404,21.02687836,-18.98932266,1120,0.163475215,0.268005043,0.561225593
618,EUR199583,weekend,D,urban,291.2114258,21.33025932,-18.38393211,491,0.242473468,0.385575026,0.82418257
619,EUR199583,weekend,D,rural_bare,290.8699036,20.82023048,-19.59864807,435,0.278508276,0.454038292,0.963290036
620,EUR199583,workday,N,urban,279.2378235,13.93023682,-26.70450211,2132,0.096728638,0.139244094,0.55239594
621,EUR199583,workday,N,rural_bare,278.0700684,13.12853813,-27.12800407,2068,0.098315515,0.14080371,0.59695518
622,EUR199583,weekend,N,urban,279.0054932,14.13853168,-27.53910065,876,0.158298761,0.226903826,0.891542494
623,EUR199583,weekend,N,rural_bare,278.059906,13.40253639,-28.07392311,830,0.164108425,0.23563768,0.97493732
624,EUR199584,workday,D,urban,291.6249084,23.22810364,-17.90523338,1157,0.139049023,0.221228555,0.444801003
625,EUR199584,workday,D,rural_bare,289.2983704,23.60396194,-20.84658623,652,0.205600321,0.320334375,0.639644861
626,EUR199584,weekend,D,urban,291.4736633,23.5860939,-18.92108727,446,0.235197753,0.373636395,0.736202717
627,EUR199584,weekend,D,rural_bare,289.3591614,24.09028625,-21.77436638,246,0.367270708,0.571482062,1.08351028
628,EUR199584,workday,N,urban,280.3059082,15.16028214,-25.40659332,2083,0.095278032,0.136406809,0.502741814
629,EUR199584,workday,N,rural_bare,276.5113831,14.60348225,-27.58683777,1250,0.128164351,0.167085588,0.736183345
630,EUR199584,weekend,N,urban,280.0393066,15.53061295,-25.75535583,811,0.155660838,0.223235622,0.797980607
631,EUR199584,weekend,N,rural_bare,276.6304626,14.79266644,-27.10692596,503,0.204098836,0.270611286,1.115118504
632,EUR199586,workday,D,urban,293.5119934,16.18399811,-17.7237339,1376,0.121063054,0.180017889,0.585250139
633,EUR199586,workday,D,rural_bare,292.4732666,15.38561249,-20.08777809,1179,0.126515523,0.190000162,0.641614974
634,EUR199586,weekend,D,urban,293.3744812,16.28868294,-19.26371765,547,0.17806378,0.262257278,0.866883636
635,EUR199586,weekend,D,rural_bare,292.0654602,15.33425236,-21.47491837,467,0.198446065,0.291226685,1.02945447
636,EUR199586,workday,N,urban,281.5836792,9.046818733,-30.64561844,2183,0.076130457,0.108754925,0.685649753
637,EUR199586,workday,N,rural_bare,280.5565186,8.120738983,-32.80085373,1975,0.07545419,0.108205453,0.752354264
638,EUR199586,weekend,N,urban,281.4983826,9.027747154,-30.06803131,909,0.117519759,0.168332055,1.055931926
639,EUR199586,weekend,N,rural_bare,280.4141541,8.149610519,-31.99147034,796,0.118882455,0.170253336,1.183485985
640,EUR199587,workday,D,urban,293.7867737,16.85097694,-17.06707001,1171,0.132947236,0.200595498,0.607568026
641,EUR199587,workday,D,rural_bare,291.0731506,15.54853439,-21.88419914,820,0.15676485,0.234150216,0.753446162
642,EUR199587,weekend,D,urban,293.6654358,16.65920639,-18.08417702,468,0.212370813,0.324489295,0.972594976
643,EUR199587,weekend,D,rural_bare,291.3096313,15.3340826,-21.24584198,334,0.240192622,0.37808302,1.126992941
644,EUR199587,workday,N,urban,281.6431885,9.717579842,-28.17518425,1898,0.085534491,0.122338101,0.713994801
645,EUR199587,workday,N,rural_bare,279.8741455,8.706459045,-30.97726631,1402,0.094259329,0.130083665,0.889799654
646,EUR199587,weekend,N,urban,281.5099182,9.709939003,-28.61458588,762,0.132337004,0.190198019,1.101533175
647,EUR199587,weekend,N,rural_bare,279.7094116,8.9638834,-31.02618599,548,0.149670243,0.204910696,1.375097871
648,EUR199588,workday,D,urban,293.4302673,16.30866814,-17.1170311,1375,0.121293813,0.181085795,0.578957736
649,EUR199588,workday,D,rural_bare,291.869812,15.22000217,-21.26774597,1113,0.13072443,0.197481468,0.65549475
650,EUR199588,weekend,D,urban,293.5438843,16.64834785,-17.35821915,529,0.180262357,0.263722897,0.860952199
651,EUR199588,weekend,D,rural_bare,291.8811951,15.32609272,-21.48526192,447,0.202551693,0.306108266,1.012417197
652,EUR199588,workday,N,urban,281.780426,9.400234222,-29.27386856,2125,0.079536162,0.114072509,0.685600579
653,EUR199588,workday,N,rural_bare,280.5450134,8.477614403,-33.00972748,1758,0.083038576,0.117542811,0.799222052
654,EUR199588,weekend,N,urban,281.4910278,9.216339111,-29.12564087,879,0.119620122,0.170260832,1.060505629
655,EUR199588,weekend,N,rural_bare,280.2200928,8.511920929,-31.904459,716,0.122675128,0.173804656,1.177695394
656,EUR199589,workday,D,urban,289.7860107,23.76343918,-19.86859512,1029,0.170551211,0.253549844,0.53189832
657,EUR199589,workday,D,rural_bare,289.917511,23.4352951,-20.53090668,946,0.178487912,0.271452546,0.57304889
658,EUR199589,weekend,D,urban,289.6496887,23.25339317,-20.01951027,386,0.287690401,0.417801589,0.898590147
659,EUR199589,weekend,D,rural_bare,290.1138916,23.66872597,-20.61480141,340,0.308747321,0.490219772,0.93114388
660,EUR199589,workday,N,urban,277.5706482,15.1824131,-28.16481209,1457,0.123061262,0.155992389,0.720829844
661,EUR199589,workday,N,rural_bare,277.3933716,14.25486088,-27.93492699,1593,0.115467742,0.150479674,0.700296998
662,EUR199589,weekend,N,urban,277.638031,15.16544628,-28.06024551,607,0.192973912,0.247706428,1.095670462
663,EUR199589,weekend,N,rural_bare,277.2687073,14.36352348,-28.44833755,629,0.184569597,0.241860449,1.09604311
664,EUR199590,workday,D,urban,292.8430176,20.03809929,-16.14519882,1079,0.14241761,0.226799279,0.519335628
665,EUR199590,workday,D,rural_bare,291.5325623,18.32167435,-16.96328545,976,0.159421414,0.260638505,0.62928319
666,EUR199590,weekend,D,urban,292.8660583,19.93410873,-16.51993752,472,0.222849712,0.35453099,0.825742245
667,EUR199590,weekend,D,rural_bare,291.4536133,18.2500267,-18.01722527,409,0.248593479,0.402589291,0.996324241
668,EUR199590,workday,N,urban,279.8799133,12.87265205,-25.97965431,1765,0.098715752,0.146448538,0.592663527
669,EUR199590,workday,N,rural_bare,277.8607788,11.63623905,-28.36397934,1665,0.098046295,0.146296278,0.647024095
670,EUR199590,weekend,N,urban,279.8871765,13.03678036,-26.05311966,737,0.160523325,0.241056025,0.944220364
671,EUR199590,weekend,N,rural_bare,277.7046814,11.72306633,-29.05127525,694,0.163911924,0.246094406,1.067350626
672,EUR199591,workday,D,urban,292.3381042,19.01288986,-17.20171356,1252,0.129848197,0.203016117,0.503706455
673,EUR199591,workday,D,rural_bare,290.713623,18.04045296,-21.14358902,893,0.162889317,0.257249296,0.647971213
674,EUR199591,weekend,D,urban,292.2669983,18.71516037,-17.54726219,541,0.209151551,0.326979369,0.826229513
675,EUR199591,weekend,D,rural_bare,290.9526978,18.13365936,-20.28361702,397,0.253379494,0.402703196,1.021381497
676,EUR199591,workday,N,urban,279.885376,12.66830444,-26.50610924,1978,0.092906125,0.136911228,0.571695566
677,EUR199591,workday,N,rural_bare,278.6202698,11.91757393,-28.1569767,1603,0.103560328,0.149069592,0.677034795
678,EUR199591,weekend,N,urban,279.7346191,12.53868294,-26.54068375,787,0.156152055,0.231605232,0.954224169
679,EUR199591,weekend,N,rural_bare,278.7067261,11.77131081,-27.93252563,647,0.172255859,0.251194388,1.124281764
680,EUR199592,workday,D,urban,290.8721008,21.91415405,-18.35917854,1201,0.141333282,0.226764038,0.477260947
681,EUR199592,workday,D,rural_bare,290.4253235,21.51580429,-19.418293,1007,0.163594738,0.272156179,0.551480532
682,EUR199592,weekend,D,urban,290.4807739,22.14206696,-18.39329529,482,0.244221762,0.386364669,0.811164021
683,EUR199592,weekend,D,rural_bare,290.0219421,21.78878403,-19.54754066,400,0.284200698,0.471699774,0.928860188
684,EUR199592,workday,N,urban,278.8210754,13.84850121,-25.59285927,2250,0.0928488,0.132754222,0.536129177
685,EUR199592,workday,N,rural_bare,277.4054565,13.01075268,-26.02194023,2038,0.100548007,0.14357093,0.615075231
686,EUR199592,weekend,N,urban,278.5509949,14.57557201,-26.19233894,895,0.150495157,0.21459873,0.829908133
687,EUR199592,weekend,N,rural_bare,277.15271,13.52543831,-27.36546898,803,0.160027802,0.228406861,0.949627221
688,EUR199593,workday,D,urban,290.2082214,20.73329926,-18.37410736,1104,0.15432626,0.244539216,0.548945069
689,EUR199593,workday,D,rural_bare,289.3901062,21.65721321,-20.81122017,910,0.190048248,0.303316504,0.640663505
690,EUR199593,weekend,D,urban,289.963623,21.37991142,-18.65794373,431,0.257731229,0.415644586,0.86367321
691,EUR199593,weekend,D,rural_bare,289.5600586,21.73700333,-19.27458,350,0.328896314,0.522016704,1.067515731
692,EUR199593,workday,N,urban,277.7503662,13.32476234,-26.36363029,2076,0.099541053,0.142697781,0.591921747
693,EUR199593,workday,N,rural_bare,277.1417542,13.15677166,-27.86651993,1791,0.10745585,0.146682173,0.668549597
694,EUR199593,weekend,N,urban,277.5938721,13.81123066,-27.56251907,829,0.167700842,0.235877201,0.978704929
695,EUR199593,weekend,N,rural_bare,276.9838867,13.64777756,-28.93285942,720,0.170291841,0.234219581,1.009334087
696,EUR199594,workday,D,urban,293.6998291,18.45627022,-15.8460722,1262,0.12205103,0.186370388,0.494473577
697,EUR199594,workday,D,rural_bare,292.3225708,17.20757675,-19.95848656,1139,0.134730026,0.207770988,0.584540129
698,EUR199594,weekend,D,urban,293.5109253,18.19729614,-15.91755581,529,0.184151351,0.280939996,0.764771998
699,EUR199594,weekend,D,rural_bare,292.0067444,17.30806923,-21.11272812,465,0.202028781,0.309759051,0.889667928
700,EUR199594,workday,N,urban,282.3718872,11.74471951,-24.14122963,1846,0.08797548,0.128200471,0.597946227
701,EUR199594,workday,N,rural_bare,280.2155151,10.38249016,-26.67579842,1650,0.088385791,0.128174007,0.680895865
702,EUR199594,weekend,N,urban,282.2073059,11.6849699,-24.88460732,748,0.138684288,0.199849993,0.954466939
703,EUR199594,weekend,N,rural_bare,280.2074585,10.33109379,-27.36015892,665,0.1398132,0.200196922,1.095773578
704,EUR199595,workday,D,urban,293.2855835,19.11283112,-15.85455132,1204,0.123791121,0.189275011,0.488744676
705,EUR199595,workday,D,rural_bare,292.2583923,18.26780891,-18.63116646,1003,0.159453884,0.250131935,0.638454139
706,EUR199595,weekend,D,urban,292.7754211,19.41228485,-16.2817688,529,0.197559401,0.306990653,0.742488503
707,EUR199595,weekend,D,rural_bare,291.7811279,18.73469543,-18.94733429,420,0.251134485,0.40473187,0.952815533
708,EUR199595,workday,N,urban,281.208252,12.30538368,-24.8459034,1816,0.093120523,0.137844637,0.59112227
709,EUR199595,workday,N,rural_bare,279.164093,11.34792805,-26.79962158,1552,0.097298972,0.144402549,0.665432096
710,EUR199595,weekend,N,urban,281.1298523,12.4987936,-25.42213058,747,0.148249149,0.220408618,0.921888888
711,EUR199595,weekend,N,rural_bare,279.131897,11.38586235,-27.547575,630,0.153651893,0.227114812,1.050451994
712,EUR199596,workday,D,urban,293.5137634,17.94953537,-15.47171879,1188,0.126175225,0.194456667,0.523177028
713,EUR199596,workday,D,rural_bare,293.0919189,17.37002563,-19.37730408,961,0.171553448,0.259592742,0.699762106
714,EUR199596,weekend,D,urban,293.2187805,18.17266273,-15.43997097,472,0.192338929,0.298199534,0.790180683
715,EUR199596,weekend,D,rural_bare,292.5452576,17.66435432,-20.83176041,387,0.262692928,0.410159022,1.061569571
716,EUR199596,workday,N,urban,282.058197,11.35220432,-23.91355324,1767,0.085534535,0.123056151,0.608014643
717,EUR199596,workday,N,rural_bare,280.2926941,10.61548615,-27.13366318,1323,0.103101216,0.142241105,0.798474491
718,EUR199596,weekend,N,urban,281.9705505,11.3933773,-24.04261971,726,0.133107662,0.192287236,0.938201308
719,EUR199596,weekend,N,rural_bare,280.2395935,10.45868111,-26.6304245,523,0.160556719,0.217251733,1.288159728
720,EUR199597,workday,D,urban,292.6513062,19.66512489,-16.04950142,1226,0.134361833,0.207634822,0.504547119
721,EUR199597,workday,D,rural_bare,290.7533569,18.73034096,-19.49799347,902,0.178708255,0.276239961,0.661859214
722,EUR199597,weekend,D,urban,292.736145,19.47278976,-16.8859539,512,0.217003316,0.334687501,0.822914422
723,EUR199597,weekend,D,rural_bare,290.8684998,18.70557976,-19.04278946,374,0.276527941,0.421943218,1.061925173
724,EUR199597,workday,N,urban,280.4291077,13.23567772,-26.13142967,1808,0.097297467,0.144483194,0.568369091
