,UID,group,overpass,land_cover,mast,yast,theta,ncsa,mast_unc,yast_unc,theta_unc
238,EUR199532,weekend,N,urban,281.2820435,11.81765366,-27.34018898,710,0.141601995,0.210062549,0.932981968
239,EUR199532,weekend,N,rural_bare,278.4993591,10.69648266,-31.01837921,428,0.185511082,0.258707613,1.40380919
240,EUR199533,workday,D,urban,290.0627747,24.38653564,-17.50554466,1325,0.142522916,0.221629024,0.437612146
241,EUR199533,workday,D,rural_bare,287.6618042,24.13023186,-21.08773232,841,0.178552806,0.286041409,0.553042054
242,EUR199533,weekend,D,urban,290.091095,24.70902252,-18.17398071,517,0.225858763,0.344825953,0.682336211
243,EUR199533,weekend,D,rural_bare,287.7375793,24.2562809,-21.11222649,296,0.308218718,0.497461796,0.935741365
244,EUR199533,workday,N,urban,278.4798279,15.1285429,-25.74650764,2180,0.097056106,0.140527636,0.504284978
245,EUR199533,workday,N,rural_bare,276.3081055,14.23045731,-28.42455482,1700,0.114791878,0.157804832,0.656258225
246,EUR199533,weekend,N,urban,278.4215393,15.38368607,-26.19651222,839,0.15368861,0.217939183,0.803980887
247,EUR199533,weekend,N,rural_bare,276.0246887,14.64049721,-28.32681847,649,0.190326527,0.253623456,1.088115096
248,EUR199534,workday,D,urban,292.1893921,15.38769531,-15.87067318,960,0.122036718,0.176955998,0.635859907
249,EUR199534,workday,D,rural_bare,290.1421814,13.83648968,-20.08272362,615,0.14285852,0.208329126,0.802029252
250,EUR199534,weekend,D,urban,292.5556946,15.22541618,-16.43360519,413,0.1771864,0.257365763,0.930951595
251,EUR199534,weekend,D,rural_bare,290.8406067,13.80711651,-18.66673851,226,0.221788526,0.337465107,1.216100097
252,EUR199534,workday,N,urban,280.9435425,8.253831863,-30.50337601,1924,0.072584167,0.104673706,0.705079198
253,EUR199534,workday,N,rural_bare,279.8746033,7.565657616,-31.64112663,1137,0.094185255,0.129164428,1.031263471
254,EUR199534,weekend,N,urban,280.872345,8.356835365,-28.20734406,785,0.117821507,0.171430334,1.122628331
255,EUR199534,weekend,N,rural_bare,279.6327515,7.464936256,-31.54201508,421,0.161418527,0.220858365,1.778388143
256,EUR199535,workday,D,urban,292.6880798,18.47900391,-16.07737732,1033,0.132421151,0.205810294,0.530974448
257,EUR199535,workday,D,rural_bare,291.2949219,16.57599449,-21.23111153,540,0.238211825,0.357614249,0.848430812
258,EUR199535,weekend,D,urban,292.7114258,18.16366768,-16.87968826,449,0.195912257,0.312731713,0.787717819
259,EUR199535,weekend,D,rural_bare,291.1436462,16.72564507,-24.10019493,248,0.318734735,0.505367696,1.163143039
260,EUR199535,workday,N,urban,281.3720093,10.929986,-27.05643654,1841,0.089070179,0.130639359,0.645613432
261,EUR199535,workday,N,rural_bare,279.1359558,10.13494873,-31.84007835,808,0.142086387,0.183961168,1.158663988
262,EUR199535,weekend,N,urban,281.190918,10.71477985,-27.7740345,758,0.139059186,0.203766733,1.026850104
263,EUR199535,weekend,N,rural_bare,278.5646362,10.31301498,-33.59661484,331,0.229237393,0.296436816,1.813211441
264,EUR199536,workday,D,urban,292.3596497,20.16542816,-16.32655907,1173,0.132607773,0.207310945,0.484706253
265,EUR199536,workday,D,rural_bare,290.9219666,19.27775574,-19.56578636,944,0.154224038,0.245520413,0.582688332
266,EUR199536,weekend,D,urban,292.3235779,20.35398102,-16.6828289,492,0.200519711,0.336898297,0.698494494
267,EUR199536,weekend,D,rural_bare,290.8680725,19.20368576,-20.1801033,402,0.227556691,0.390641034,0.824140847
268,EUR199536,workday,N,urban,280.7421875,12.22316933,-26.74585152,2024,0.089448228,0.133688197,0.566194832
269,EUR199536,workday,N,rural_bare,279.0356445,11.23575401,-29.00413704,1676,0.097519264,0.144699395,0.671267271
270,EUR199536,weekend,N,urban,280.5481262,12.34550285,-27.31282425,816,0.142854631,0.210499421,0.908925176
271,EUR199536,weekend,N,rural_bare,278.8135986,11.26010513,-29.79740715,685,0.150274038,0.219506472,1.05434227
272,EUR199537,workday,D,urban,292.8362732,15.26840591,-18.70641899,1084,0.135694921,0.191958547,0.659858763
273,EUR199537,workday,D,rural_bare,291.9369507,13.71606445,-21.84869576,641,0.207997456,0.288101017,0.885501742
274,EUR199537,weekend,D,urban,292.6467285,14.98582649,-19.15810966,464,0.191980511,0.282022119,0.959541917
275,EUR199537,weekend,D,rural_bare,291.8796997,13.41544819,-22.00462532,256,0.281426281,0.403084964,1.307818055
276,EUR199537,workday,N,urban,281.8088379,8.834519386,-32.29473495,1989,0.073520519,0.10576614,0.670700073
277,EUR199537,workday,N,rural_bare,281.124939,8.272977829,-36.20630646,887,0.112742849,0.149104953,1.139573812
278,EUR199537,weekend,N,urban,281.8320923,8.676520348,-32.80123138,796,0.116180569,0.16664432,1.080571532
279,EUR199537,weekend,N,rural_bare,281.0589905,8.043117523,-34.73744965,337,0.193853572,0.255665541,1.970451593
280,EUR199538,workday,D,urban,292.9143982,16.04259491,-17.87886429,959,0.125759855,0.184627026,0.595682263
281,EUR199538,workday,D,rural_bare,291.6532593,14.2080307,-20.17700386,510,0.194437653,0.285510987,0.817361653
282,EUR199538,weekend,D,urban,292.8011475,15.88452911,-17.58116341,419,0.177415505,0.264072537,0.856857657
283,EUR199538,weekend,D,rural_bare,291.5819397,14.35893154,-19.4384861,216,0.276290208,0.41892463,1.112952232
284,EUR199538,workday,N,urban,282.6823425,9.471853256,-30.51616287,1934,0.073417507,0.105578534,0.625902653
285,EUR199538,workday,N,rural_bare,280.4189148,8.974035263,-31.17942047,831,0.120941393,0.158499151,1.119927406
286,EUR199538,weekend,N,urban,282.6549683,9.256902695,-30.4871006,775,0.113397919,0.162703305,0.990091503
287,EUR199538,weekend,N,rural_bare,280.7886963,8.001677513,-32.73370361,330,0.188300729,0.241318643,1.995212674
288,EUR199539,workday,D,urban,292.3200378,17.88907433,-16.16391754,1138,0.133683518,0.201664999,0.568803251
289,EUR199539,workday,D,rural_bare,290.9578552,15.80983448,-20.13942146,566,0.255291075,0.372989267,0.923445046
290,EUR199539,weekend,D,urban,292.3930969,17.34333611,-16.05502319,466,0.202497989,0.321323663,0.860433638
291,EUR199539,weekend,D,rural_bare,291.1070251,15.60140324,-20.76764488,210,0.353749484,0.541213989,1.338175654
292,EUR199539,workday,N,urban,280.9104919,10.20921516,-26.55819511,1979,0.086179405,0.124246918,0.679727077
293,EUR199539,workday,N,rural_bare,279.4733887,10.08612156,-31.07903862,744,0.15747118,0.193623796,1.28005743
294,EUR199539,weekend,N,urban,280.8034668,10.03227139,-28.46034431,795,0.132198066,0.192787811,1.046519399
295,EUR199539,weekend,N,rural_bare,279.2348328,10.13290024,-35.49224472,307,0.252044082,0.311987787,1.930272579
296,EUR199540,workday,D,urban,291.9468689,21.12226868,-16.8819828,1134,0.13272278,0.210231826,0.45327273
297,EUR199540,workday,D,rural_bare,290.3696594,20.70084,-18.30261612,949,0.160258517,0.258873552,0.553535879
298,EUR199540,weekend,D,urban,291.7969055,20.99512482,-15.90110874,443,0.226736918,0.371601671,0.767790437
299,EUR199540,weekend,D,rural_bare,290.3275452,20.68763161,-17.25358963,350,0.278838545,0.458941489,0.947410941
300,EUR199540,workday,N,urban,280.6768188,13.1891346,-25.84656715,1977,0.094831422,0.141020298,0.555572331
301,EUR199540,workday,N,rural_bare,278.3400574,12.19465923,-27.97810555,1667,0.100855939,0.148388833,0.644293189
302,EUR199540,weekend,N,urban,280.5713806,13.65630817,-26.19191551,805,0.149821639,0.222111091,0.851510406
303,EUR199540,weekend,N,rural_bare,278.1882935,12.59127235,-29.11477852,699,0.161776945,0.236923113,0.997924745
304,EUR199541,workday,D,urban,292.7858582,18.60170174,-17.29512215,1227,0.126013175,0.194250494,0.506947637
305,EUR199541,workday,D,rural_bare,292.1116333,17.66316032,-20.50975609,1063,0.146730155,0.232672855,0.612514198
306,EUR199541,weekend,D,urban,292.875824,18.06946945,-16.66821671,514,0.194547176,0.313248545,0.778768897
307,EUR199541,weekend,D,rural_bare,292.1214294,16.97932434,-19.85917473,455,0.226597011,0.37353918,0.95975548
308,EUR199541,workday,N,urban,281.0042725,11.51147747,-26.87972832,1892,0.084194437,0.124469526,0.574313581
309,EUR199541,workday,N,rural_bare,279.482666,10.17842007,-28.78625679,1606,0.087592594,0.131785572,0.668487966
310,EUR199541,weekend,N,urban,280.8496094,11.22622108,-28.14952469,790,0.136202976,0.204634756,0.942231417
311,EUR199541,weekend,N,rural_bare,279.3170166,10.06652451,-30.4921875,682,0.136160433,0.204383135,1.051458597
312,EUR199542,workday,D,urban,290.4735718,21.88167763,-17.53271103,1244,0.145549953,0.229271859,0.488876998
313,EUR199542,workday,D,rural_bare,289.0134888,22.17490768,-20.84011078,749,0.209616289,0.334014446,0.675554991
314,EUR199542,weekend,D,urban,290.5456848,22.06750679,-17.729599,477,0.24909614,0.39429003,0.805072904
315,EUR199542,weekend,D,rural_bare,288.8244324,22.05939102,-21.90162849,296,0.354314357,0.55826813,1.109321713
316,EUR199542,workday,N,urban,278.5655212,13.70367527,-25.83012009,2075,0.09747418,0.141415268,0.560410976
317,EUR199542,workday,N,rural_bare,276.4857788,12.85864258,-28.84953499,1256,0.13611497,0.179012761,0.883116424
318,EUR199542,weekend,N,urban,278.2885742,14.28853321,-26.21180534,821,0.161500618,0.235668227,0.887104809
319,EUR199542,weekend,N,rural_bare,276.3961792,13.70241928,-27.71621704,511,0.209705785,0.28118217,1.275984168
320,EUR199543,workday,D,urban,291.1851501,21.69027519,-17.06316757,1252,0.142926812,0.224173412,0.481368065
321,EUR199543,workday,D,rural_bare,289.5188904,20.36121178,-19.39223862,959,0.16248177,0.263457358,0.57747072
322,EUR199543,weekend,D,urban,291.2207031,22.72778702,-17.25237083,504,0.228793532,0.367650956,0.714624465
323,EUR199543,weekend,D,rural_bare,289.4999084,20.79439545,-19.87447357,383,0.270520985,0.445499212,0.926303923
324,EUR199543,workday,N,urban,279.3598022,13.34894085,-26.80422401,2097,0.096291959,0.142418355,0.558474362
325,EUR199543,workday,N,rural_bare,277.7423401,12.33515453,-27.27083778,1833,0.102951519,0.151824906,0.644138515
326,EUR199543,weekend,N,urban,279.3027344,14.03326225,-26.31710052,845,0.158317462,0.234742001,0.8732481
327,EUR199543,weekend,N,rural_bare,277.68573,12.85900688,-28.70004082,740,0.17290096,0.253818065,1.043012857
328,EUR199544,workday,D,urban,293.0759277,17.15978813,-16.78398514,1161,0.12318588,0.182903409,0.559220254
329,EUR199544,workday,D,rural_bare,290.8158875,15.3632822,-19.98291016,588,0.185235798,0.267573774,0.823425829
330,EUR199544,weekend,D,urban,292.9766541,17.00027466,-16.85653687,478,0.18585366,0.282168835,0.842470169
331,EUR199544,weekend,D,rural_bare,290.519104,14.74904156,-20.84628105,241,0.321561098,0.473501414,1.344960451
332,EUR199544,workday,N,urban,281.880249,9.656303406,-28.8813839,2059,0.076722592,0.110169858,0.643747807
333,EUR199544,workday,N,rural_bare,279.9599609,9.298551559,-33.14927673,790,0.130786464,0.166097745,1.16618824
334,EUR199544,weekend,N,urban,281.8778992,9.476652145,-29.26932144,807,0.123333506,0.175109118,1.065275908
335,EUR199544,weekend,N,rural_bare,279.9942627,8.92228508,-30.72936058,309,0.218541145,0.269999355,2.124675035
336,EUR199545,workday,D,urban,293.819397,14.8929882,-18.14332581,970,0.133736551,0.192675695,0.665537119
337,EUR199545,workday,D,rural_bare,292.7611389,12.96185017,-20.65408134,549,0.197351784,0.284732401,0.910104632
338,EUR199545,weekend,D,urban,293.7389526,15.10504055,-17.62113762,409,0.201283067,0.299130499,0.981433749
339,EUR199545,weekend,D,rural_bare,292.4606018,12.96318626,-21.78746033,222,0.359536856,0.525463581,1.483777523
340,EUR199545,workday,N,urban,282.9037476,8.870402336,-32.09640884,1840,0.076207131,0.108893678,0.695487082
341,EUR199545,workday,N,rural_bare,281.4981995,8.24835968,-34.96100235,865,0.115388088,0.151799083,1.18458271
342,EUR199545,weekend,N,urban,283.1147766,8.592474937,-31.06654167,735,0.119905807,0.169902474,1.14005208
343,EUR199545,weekend,N,rural_bare,281.4440613,8.02802372,-32.73280334,381,0.171352759,0.229089081,1.690297246
344,EUR199546,workday,D,urban,291.9257813,17.65836143,-17.35126495,1042,0.140584216,0.215903282,0.583242595
345,EUR199546,workday,D,rural_bare,290.7196045,15.9400301,-20.73560524,756,0.17632927,0.269309163,0.748223126
346,EUR199546,weekend,D,urban,291.8633728,17.30850792,-18.08707428,410,0.224877387,0.356059551,0.939877331
347,EUR199546,weekend,D,rural_bare,290.4741516,15.80361366,-23.24267006,309,0.274394631,0.442374051,1.139559031
348,EUR199546,workday,N,urban,280.672699,10.45955563,-27.64787865,1751,0.091749556,0.131364048,0.706748962
349,EUR199546,workday,N,rural_bare,279.40979,9.695158958,-30.48679352,1273,0.10367842,0.14046526,0.880558729
350,EUR199546,weekend,N,urban,280.6018982,10.42143059,-29.1101799,730,0.144343674,0.20915702,1.103516579
351,EUR199546,weekend,N,rural_bare,279.3407898,9.805735588,-32.66681671,539,0.160904199,0.222052395,1.33055532
352,EUR199547,workday,D,urban,292.4509583,17.3500042,-16.5796051,1246,0.13032496,0.197386771,0.57230109
353,EUR199547,workday,D,rural_bare,291.1702881,15.50515652,-19.14788246,682,0.205219015,0.305131972,0.860436678
354,EUR199547,weekend,D,urban,292.366272,17.02966499,-17.28594589,470,0.193332687,0.297491997,0.857889175
355,EUR199547,weekend,D,rural_bare,290.9558411,15.83786869,-21.89322662,253,0.29654631,0.457859159,1.214899302
356,EUR199547,workday,N,urban,281.1913757,10.40283775,-27.27698135,2030,0.085323416,0.122944951,0.661827803
357,EUR199547,workday,N,rural_bare,279.7680969,10.05136108,-30.33847618,959,0.129831225,0.169229999,1.049158812
358,EUR199547,weekend,N,urban,281.0812988,10.19909,-27.7271862,817,0.130582944,0.187893271,1.03123033
359,EUR199547,weekend,N,rural_bare,279.6895447,9.765325546,-32.34086609,394,0.200085297,0.266590178,1.630359769
360,EUR199548,workday,D,urban,293.8600159,16.33532524,-17.529562,905,0.125248984,0.186786041,0.574643373
361,EUR199548,workday,D,rural_bare,292.7312012,14.08660316,-18.96638298,620,0.15310508,0.229633242,0.732053578
362,EUR199548,weekend,D,urban,293.7397766,16.1307354,-17.72253799,379,0.202120602,0.303598017,0.939665616
363,EUR199548,weekend,D,rural_bare,292.6882324,13.98537636,-18.74564743,258,0.247316837,0.378116459,1.170494437
364,EUR199548,workday,N,urban,283.012146,9.519112587,-30.53248405,1768,0.078042239,0.111705177,0.665765405
365,EUR199548,workday,N,rural_bare,281.4534912,8.591313362,-33.62059784,1117,0.098163895,0.134089857,0.965032101
366,EUR199548,weekend,N,urban,283.0869446,9.519919395,-29.96552467,704,0.122381479,0.176217958,1.034999371
367,EUR199548,weekend,N,rural_bare,281.4076538,8.482867241,-31.88824654,455,0.145817503,0.201360419,1.396712303
368,EUR199549,workday,D,urban,292.2601013,15.41253757,-17.34560966,971,0.123679891,0.182447925,0.634105444
369,EUR199549,workday,D,rural_bare,291.4029846,14.51896954,-19.03693199,676,0.137185797,0.202616706,0.743241727
370,EUR199549,weekend,D,urban,292.3223267,15.66617489,-16.85348511,448,0.173567936,0.254646957,0.87935847
371,EUR199549,weekend,D,rural_bare,291.2248535,14.38785648,-20.84786224,308,0.212765783,0.319166273,1.145186782
372,EUR199549,workday,N,urban,280.8074341,8.108400345,-32.11816025,1904,0.07363414,0.106462732,0.728147268
373,EUR199549,workday,N,rural_bare,280.0975342,7.760742188,-33.43905258,1330,0.087279119,0.122815512,0.90743804
374,EUR199549,weekend,N,urban,280.877533,8.095737457,-30.79201508,815,0.117393024,0.166494995,1.180839539
375,EUR199549,weekend,N,rural_bare,280.1826172,7.530572414,-31.71810341,561,0.139771432,0.193024755,1.521132231
376,EUR199550,workday,D,urban,292.3581848,20.90080261,-17.18613243,1202,0.133305043,0.212052166,0.464283884
377,EUR199550,workday,D,rural_bare,290.7507629,19.881073,-19.20934296,1015,0.152981341,0.248934612,0.556101739
378,EUR199550,weekend,D,urban,292.1519775,21.05493355,-16.72504616,483,0.226037785,0.361371219,0.782414913
379,EUR199550,weekend,D,rural_bare,290.506958,19.76471329,-18.44719887,401,0.261354387,0.438817412,0.937956154
380,EUR199550,workday,N,urban,280.1036987,12.85602283,-26.6338253,1999,0.09279006,0.137618035,0.561614513
381,EUR199550,workday,N,rural_bare,278.1362,11.61637592,-29.34988403,1729,0.098465353,0.144843727,0.663329661
382,EUR199550,weekend,N,urban,279.8573303,12.92067337,-26.4799099,830,0.1506657,0.222674116,0.909794152
383,EUR199550,weekend,N,rural_bare,277.8165894,11.75288296,-28.96479797,721,0.163082331,0.238565102,1.092917919
384,EUR199551,workday,D,urban,294.2710876,15.92656517,-15.96017647,834,0.112246558,0.165760651,0.55668062
385,EUR199551,workday,D,rural_bare,291.9678955,13.22102547,-22.91669655,331,0.269917876,0.406111032,1.080814242
386,EUR199551,weekend,D,urban,294.2182312,16.29123688,-14.83464718,365,0.173440531,0.252645701,0.850484192
387,EUR199551,weekend,D,rural_bare,292.2419128,13.24470806,-21.10288048,147,0.414034873,0.637428343,1.692041636
388,EUR199551,workday,N,urban,282.6589355,8.599481583,-30.07829857,1689,0.075336203,0.108880892,0.704128504
389,EUR199551,workday,N,rural_bare,280.300415,8.189650536,-35.12413788,333,0.206005037,0.246642768,1.920723915
390,EUR199551,weekend,N,urban,282.7575378,8.681963921,-29.58106232,720,0.114977315,0.161340475,1.094293594
391,EUR199551,weekend,N,rural_bare,280.1088562,8.309130669,-34.68766403,153,0.376981884,0.427862048,3.221434116
392,EUR199552,workday,D,urban,293.0614624,17.12257195,-16.76306915,1293,0.127237022,0.190847456,0.576356649
393,EUR199552,workday,D,rural_bare,291.4397888,15.62197113,-17.78426361,1041,0.133580759,0.200575098,0.659807861
394,EUR199552,weekend,D,urban,292.9721985,16.94395065,-16.50702858,518,0.1971986,0.298056662,0.898523331
395,EUR199552,weekend,D,rural_bare,291.1054077,15.22854519,-17.64927673,399,0.218235642,0.335479915,1.075071335
396,EUR199552,workday,N,urban,281.4795532,9.595611572,-28.60419273,2165,0.075894423,0.109861612,0.636068285
397,EUR199552,workday,N,rural_bare,280.0859375,8.860185623,-31.03048897,1681,0.083453894,0.119176991,0.761694074
398,EUR199552,weekend,N,urban,281.5938721,9.435141563,-27.95037842,867,0.122873485,0.176292062,1.054676771
399,EUR199552,weekend,N,rural_bare,280.1540833,8.715446472,-30.41282654,667,0.131067291,0.184721768,1.232186317
400,EUR199553,workday,D,urban,293.7771606,17.59891319,-16.30740547,1008,0.135610655,0.204485685,0.586433411
401,EUR199553,workday,D,rural_bare,292.8269958,14.47078896,-20.20799637,411,0.347049117,0.480317712,1.146274328
402,EUR199553,weekend,D,urban,293.3815308,17.30554199,-17.60594368,411,0.208270684,0.323169351,0.901843488
403,EUR199553,weekend,D,rural_bare,292.4361572,14.02004719,-22.13985825,169,0.476631522,0.650115252,1.770973563
404,EUR199553,workday,N,urban,281.8618164,10.37125587,-27.60277367,1740,0.091901705,0.133048892,0.711975992
405,EUR199553,workday,N,rural_bare,279.7808228,10.30176544,-29.73674393,519,0.206940874,0.248558655,1.50504446
406,EUR199553,weekend,N,urban,281.6545105,10.48010159,-27.53196144,716,0.143126145,0.205789551,1.095543623
407,EUR199553,weekend,N,rural_bare,279.331543,10.62751579,-36.05540085,204,0.447102904,0.532635629,2.743634701
408,EUR199554,workday,D,urban,293.7774963,17.69645119,-16.69561958,1137,0.130948931,0.197126865,0.569712341
409,EUR199554,workday,D,rural_bare,291.7781372,15.95947742,-20.49308777,654,0.204081938,0.302737504,0.804355204
410,EUR199554,weekend,D,urban,293.3739014,17.6626091,-16.9115181,447,0.205748364,0.315442532,0.880263209
411,EUR199554,weekend,D,rural_bare,292.0474854,14.50067043,-21.93411255,253,0.328457832,0.490055144,1.376787543
412,EUR199554,workday,N,urban,281.5302124,10.32396889,-27.68735886,1892,0.089694247,0.130681336,0.694054663
413,EUR199554,workday,N,rural_bare,279.8352356,10.06958103,-32.05097198,857,0.138100952,0.177187741,1.114558101
414,EUR199554,weekend,N,urban,281.5292358,10.38836193,-27.91480827,752,0.143390805,0.207677275,1.102146268
415,EUR199554,weekend,N,rural_bare,279.7452087,10.28339386,-30.42990685,359,0.234887913,0.295546263,1.818563581
416,EUR199556,workday,D,urban,293.0011292,14.13003635,-16.8972702,727,0.123619407,0.182198197,0.657553911
417,EUR199556,workday,D,rural_bare,290.6394348,12.16295147,-17.75613022,619,0.113027833,0.167010427,0.722276092
418,EUR199556,weekend,D,urban,293.0698547,13.97342587,-15.06413651,320,0.196687505,0.294052899,1.066299319
419,EUR199556,weekend,D,rural_bare,290.7838135,12.52464676,-16.04631615,282,0.17588757,0.255028963,1.116985679
420,EUR199556,workday,N,urban,281.8029175,7.615322113,-29.54088593,1555,0.073649965,0.102094762,0.803374767
421,EUR199556,workday,N,rural_bare,280.6060181,7.067352772,-31.62407112,1588,0.069879524,0.0999479,0.804108441
422,EUR199556,weekend,N,urban,281.7472839,7.510308743,-31.67551994,663,0.11693272,0.164199427,1.283834696
423,EUR199556,weekend,N,rural_bare,280.6087341,6.835042,-31.76124573,661,0.111536928,0.157267377,1.346289039
424,EUR199557,workday,D,urban,292.9082947,15.66066647,-16.83260345,1139,0.115805127,0.169063821,0.589513183
425,EUR199557,workday,D,rural_bare,291.6409607,14.17445755,-21.30294991,474,0.23809199,0.337234378,1.010664821
426,EUR199557,weekend,D,urban,292.9616394,15.23617268,-15.97166824,527,0.169431373,0.2463108,0.890259266
427,EUR199557,weekend,D,rural_bare,291.6420593,14.36989212,-19.93251419,204,0.352585286,0.524166882,1.453621268
428,EUR199557,workday,N,urban,281.2543945,8.561065674,-29.83814049,2024,0.072594479,0.104225464,0.685764909
429,EUR199557,workday,N,rural_bare,280.7412109,8.440300941,-32.00098419,490,0.161329225,0.201861233,1.524804115
430,EUR199557,weekend,N,urban,281.4536438,8.509285927,-28.93686485,849,0.113412239,0.159370095,1.099078894
431,EUR199557,weekend,N,rural_bare,280.6776123,8.353682518,-31.2461071,209,0.282459855,0.340299487,2.773565531
432,EUR199558,workday,D,urban,289.6671143,23.23278618,-18.3743515,1291,0.139077127,0.22006017,0.446066171
433,EUR199558,workday,D,rural_bare,288.5233459,23.48545265,-20.67382431,973,0.170035616,0.273523837,0.529486001
434,EUR199558,weekend,D,urban,289.5336914,23.21495247,-18.22117996,488,0.22820659,0.362152338,0.725866973
435,EUR199558,weekend,D,rural_bare,288.2936707,24.06645393,-21.23939323,346,0.292840838,0.46811232,0.886958182
436,EUR199558,workday,N,urban,278.4735718,14.91833591,-25.89333725,2187,0.094848812,0.136307612,0.505941212
437,EUR199558,workday,N,rural_bare,276.2456665,14.28658295,-27.80875969,1774,0.113128848,0.154625744,0.649690449
438,EUR199558,weekend,N,urban,278.577301,15.16246605,-25.81555748,860,0.152638987,0.216192782,0.809242845
439,EUR199558,weekend,N,rural_bare,276.6034546,14.23072624,-27.54674339,709,0.18351157,0.247659504,1.066083312
440,EUR199559,workday,D,urban,294.3421021,17.77951431,-16.2834301,1035,0.131345063,0.199099183,0.562471211
441,EUR199559,workday,D,rural_bare,292.3666077,15.6778574,-20.79143524,526,0.239338115,0.349378318,0.901964188
442,EUR199559,weekend,D,urban,294.2338562,17.54325485,-16.4647007,415,0.204507291,0.317472428,0.877318621
443,EUR199559,weekend,D,rural_bare,292.4010925,15.05485344,-22.68924332,221,0.339699954,0.521895885,1.293857694
444,EUR199559,workday,N,urban,282.2982483,10.55017281,-28.21868324,1628,0.092408583,0.133811772,0.704572678
445,EUR199559,workday,N,rural_bare,280.2979736,9.903701782,-32.54725266,787,0.139773458,0.179711521,1.121837616
446,EUR199559,weekend,N,urban,282.2525024,10.62758923,-28.42789268,649,0.150796503,0.21931763,1.131725192
447,EUR199559,weekend,N,rural_bare,279.9389038,10.43233204,-31.016716,324,0.234474465,0.311230689,1.707331061
448,EUR199560,workday,D,urban,292.9491272,18.62217522,-17.51979828,1241,0.128806844,0.198217034,0.518807292
449,EUR199560,workday,D,rural_bare,291.6746521,17.31135559,-20.40408707,841,0.15709649,0.243824258,0.665298939
450,EUR199560,weekend,D,urban,292.758606,18.25169754,-18.3865509,549,0.191399038,0.295291811,0.777045429
451,EUR199560,weekend,D,rural_bare,291.5559387,16.94585609,-21.11541176,400,0.212386981,0.340548545,0.898357213
452,EUR199560,workday,N,urban,280.7797546,11.57933903,-27.64825249,1871,0.090478949,0.133361563,0.614097118
453,EUR199560,workday,N,rural_bare,279.3202515,10.63075829,-28.99072266,1296,0.104824103,0.150554642,0.784261405
454,EUR199560,weekend,N,urban,280.7093506,11.42357826,-27.21892548,756,0.13378109,0.198579535,0.910268307
455,EUR199560,weekend,N,rural_bare,279.0663757,10.49110794,-29.11463928,512,0.16139555,0.231194839,1.213685274
456,EUR199561,workday,D,urban,292.2722778,14.86987209,-16.25753212,1001,0.115203135,0.169666439,0.611114442
457,EUR199561,workday,D,rural_bare,290.7466431,13.52199745,-18.52297401,702,0.125135481,0.185041144,0.725902855
458,EUR199561,weekend,D,urban,292.359436,14.65003204,-15.69488049,445,0.173744783,0.252640694,0.948896587
459,EUR199561,weekend,D,rural_bare,290.9968262,13.30214787,-17.09610176,308,0.188239053,0.277289778,1.120343804
460,EUR199561,workday,N,urban,281.5835266,8.167606354,-29.11036301,1881,0.07126607,0.102067232,0.706487
461,EUR199561,workday,N,rural_bare,279.913269,7.311558723,-31.17637253,1250,0.091206521,0.127032906,1.003682256
462,EUR199561,weekend,N,urban,281.6988831,8.060861588,-28.46432686,793,0.112265587,0.159210294,1.134398341
463,EUR199561,weekend,N,rural_bare,279.7979736,7.110892296,-31.4818573,543,0.140137151,0.198411882,1.585290551
464,EUR199563,workday,D,urban,293.5801392,17.35628319,-16.53983688,1217,0.126998574,0.19094497,0.566800594
465,EUR199563,workday,D,rural_bare,291.8575134,15.67173672,-17.38132858,825,0.145619765,0.221699223,0.691643
466,EUR199563,weekend,D,urban,293.2190857,17.03081322,-16.13731384,498,0.191404447,0.292827964,0.85930723
467,EUR199563,weekend,D,rural_bare,291.6035767,15.84466743,-17.03019142,336,0.219866782,0.347439557,1.021896482
468,EUR199563,workday,N,urban,281.8664551,9.94807148,-28.26015854,2075,0.080210067,0.115982138,0.649074614
469,EUR199563,workday,N,rural_bare,280.1290894,8.993864059,-31.41838455,1333,0.096878275,0.135224044,0.88075
470,EUR199563,weekend,N,urban,281.9684143,9.846471786,-27.38891602,833,0.126631603,0.179229602,1.057211876
471,EUR199563,weekend,N,rural_bare,280.1969604,9.061197281,-31.17679024,530,0.149556503,0.205559656,1.376613498
472,EUR199564,workday,D,urban,292.6721497,15.19970322,-16.97229385,1002,0.113259956,0.16654931,0.589707017
473,EUR199564,workday,D,rural_bare,291.1184387,13.71810722,-19.64928436,724,0.133047998,0.198109627,0.74384141
474,EUR199564,weekend,D,urban,292.6148071,14.84975719,-16.20771599,457,0.168632269,0.243531555,0.915324986
475,EUR199564,weekend,D,rural_bare,291.071167,13.5839262,-18.33709335,320,0.195008054,0.288799942,1.125226498
476,EUR199564,workday,N,urban,281.4181824,8.314577103,-30.10057831,1912,0.072761551,0.105524451,0.701429129
477,EUR199564,workday,N,rural_bare,280.1526184,7.663496494,-32.05194855,1356,0.0858441,0.121357046,0.910535157
478,EUR199564,weekend,N,urban,281.5820618,8.078926086,-28.43377876,805,0.113668293,0.161373287,1.149529457
479,EUR199564,weekend,N,rural_bare,280.3538513,7.320427418,-30.38160896,549,0.139214963,0.194449723,1.553121805
480,EUR199566,workday,D,urban,291.725647,20.21237373,-17.01772881,1340,0.134039581,0.207840979,0.490030318
481,EUR199566,workday,D,rural_bare,290.7037659,19.54887772,-18.48175621,1115,0.153614491,0.244587108,0.573229969
